"arc_length","alpha.water","p_rgh","P","S0"
0.003785,1.00000000e+00,1.72580978e+02,1.72000000e+02,1.00000000e+00
0.00379,1.00000000e+00,1.72282394e+02,1.72000000e+02,1.00000000e+00
0.003795,1.00000000e+00,1.71983826e+02,1.72000000e+02,1.00000000e+00
0.0038,1.00000000e+00,1.71685242e+02,1.70500000e+02,1.00000000e+00
0.003805,1.00000000e+00,1.71386612e+02,1.70500000e+02,1.00000000e+00
0.00381,1.00000000e+00,1.71087997e+02,1.70500000e+02,1.00000000e+00
0.003815,1.00000000e+00,1.70789383e+02,1.70500000e+02,1.00000000e+00
0.00382,1.00000000e+00,1.70490753e+02,1.70500000e+02,1.00000000e+00
0.003825,1.00000000e+00,1.70192123e+02,1.70500000e+02,1.00000000e+00
0.00383,1.00000000e+00,1.69893494e+02,1.69000000e+02,1.00000000e+00
0.003835,1.00000000e+00,1.69594864e+02,1.69000000e+02,1.00000000e+00
0.00384,1.00000000e+00,1.69296265e+02,1.69000000e+02,1.00000000e+00
0.003845,1.00000000e+00,1.68997635e+02,1.69000000e+02,1.00000000e+00
0.00385,1.00000000e+00,1.68699005e+02,1.69000000e+02,1.00000000e+00
0.003855,1.00000000e+00,1.68400208e+02,1.67500000e+02,1.00000000e+00
0.00386,1.00000000e+00,1.68101395e+02,1.67500000e+02,1.00000000e+00
0.003865,1.00000000e+00,1.67802597e+02,1.67500000e+02,1.00000000e+00
0.00387,1.00000000e+00,1.67503799e+02,1.67500000e+02,1.00000000e+00
0.003875,1.00000000e+00,1.67205002e+02,1.67500000e+02,1.00000000e+00
0.00388,1.00000000e+00,1.66906204e+02,1.66000000e+02,1.00000000e+00
0.003885,1.00000000e+00,1.66607391e+02,1.66000000e+02,1.00000000e+00
0.00389,1.00000000e+00,1.66308594e+02,1.66000000e+02,1.00000000e+00
0.003895,1.00000000e+00,1.66009781e+02,1.66000000e+02,1.00000000e+00
0.0039,1.00000000e+00,1.65710999e+02,1.66000000e+02,1.00000000e+00
0.003905,1.00000000e+00,1.65412170e+02,1.64500000e+02,1.00000000e+00
0.00391,1.00000000e+00,1.65113342e+02,1.64500000e+02,1.00000000e+00
0.003915,1.00000000e+00,1.64814529e+02,1.64500000e+02,1.00000000e+00
0.00392,1.00000000e+00,1.64515686e+02,1.64500000e+02,1.00000000e+00
0.003925,1.00000000e+00,1.64216873e+02,1.64500000e+02,1.00000000e+00
0.00393,1.00000000e+00,1.63918030e+02,1.63000000e+02,1.00000000e+00
0.003935,1.00000000e+00,1.63619217e+02,1.63000000e+02,1.00000000e+00
0.00394,1.00000000e+00,1.63320374e+02,1.63000000e+02,1.00000000e+00
0.003945,1.00000000e+00,1.63021561e+02,1.63000000e+02,1.00000000e+00
0.00395,1.00000000e+00,1.62722748e+02,1.63000000e+02,1.00000000e+00
0.003955,1.00000000e+00,1.62424026e+02,1.61500000e+02,1.00000000e+00
0.00396,1.00000000e+00,1.62125351e+02,1.61500000e+02,1.00000000e+00
0.003965,1.00000000e+00,1.61826630e+02,1.61500000e+02,1.00000000e+00
0.00397,1.00000000e+00,1.61527954e+02,1.61500000e+02,1.00000000e+00
0.003975,1.00000000e+00,1.61229233e+02,1.60000000e+02,1.00000000e+00
0.00398,1.00000000e+00,1.60930542e+02,1.60000000e+02,1.00000000e+00
0.003985,1.00000000e+00,1.60631866e+02,1.60000000e+02,1.00000000e+00
0.00399,1.00000000e+00,1.60333145e+02,1.60000000e+02,1.00000000e+00
0.003995,1.00000000e+00,1.60034470e+02,1.60000000e+02,1.00000000e+00
0.004,1.00000000e+00,1.59735748e+02,1.58500000e+02,1.00000000e+00
0.004005,1.00000000e+00,1.59437241e+02,1.58500000e+02,1.00000000e+00
0.00401,1.00000000e+00,1.59138718e+02,1.58500000e+02,1.00000000e+00
0.004015,1.00000000e+00,1.58840179e+02,1.58500000e+02,1.00000000e+00
0.00402,1.00000000e+00,1.58541672e+02,1.58500000e+02,1.00000000e+00
0.004025,1.00000000e+00,1.58243134e+02,1.57000000e+02,1.00000000e+00
0.00403,1.00000000e+00,1.57944611e+02,1.57000000e+02,1.00000000e+00
0.004035,1.00000000e+00,1.57646072e+02,1.57000000e+02,1.00000000e+00
0.00404,1.00000000e+00,1.57347565e+02,1.57000000e+02,1.00000000e+00
0.004045,1.00000000e+00,1.57049042e+02,1.57000000e+02,1.00000000e+00
0.00405,1.00000000e+00,1.56750504e+02,1.55500000e+02,1.00000000e+00
0.004055,1.00000000e+00,1.56452164e+02,1.55500000e+02,1.00000000e+00
0.00406,1.00000000e+00,1.56153793e+02,1.55500000e+02,1.00000000e+00
0.004065,1.00000000e+00,1.55855453e+02,1.55500000e+02,1.00000000e+00
0.00407,1.00000000e+00,1.55557114e+02,1.55500000e+02,1.00000000e+00
0.004075,1.00000000e+00,1.55258759e+02,1.54000000e+02,1.00000000e+00
0.00408,1.00000000e+00,1.54960419e+02,1.54000000e+02,1.00000000e+00
0.004085,1.00000000e+00,1.54662048e+02,1.54000000e+02,1.00000000e+00
0.00409,1.00000000e+00,1.54363708e+02,1.54000000e+02,1.00000000e+00
0.004095,1.00000000e+00,1.54065338e+02,1.54000000e+02,1.00000000e+00
0.0041,1.00000000e+00,1.53766998e+02,1.54000000e+02,1.00000000e+00
0.004105,1.00000000e+00,1.53468842e+02,1.52500000e+02,1.00000000e+00
0.00411,1.00000000e+00,1.53170639e+02,1.52500000e+02,1.00000000e+00
0.004115,1.00000000e+00,1.52872482e+02,1.52500000e+02,1.00000000e+00
0.00412,1.00000000e+00,1.52574280e+02,1.52500000e+02,1.00000000e+00
0.004125,1.00000000e+00,1.52276123e+02,1.52500000e+02,1.00000000e+00
0.00413,1.00000000e+00,1.51977966e+02,1.51000000e+02,1.00000000e+00
0.004135,1.00000000e+00,1.51679764e+02,1.51000000e+02,1.00000000e+00
0.00414,1.00000000e+00,1.51381607e+02,1.51000000e+02,1.00000000e+00
0.004145,1.00000000e+00,1.51083405e+02,1.51000000e+02,1.00000000e+00
0.00415,1.00000000e+00,1.50785248e+02,1.51000000e+02,1.00000000e+00
0.004155,1.00000000e+00,1.50487305e+02,1.49500000e+02,1.00000000e+00
0.00416,1.00000000e+00,1.50189392e+02,1.49500000e+02,1.00000000e+00
0.004165,1.00000000e+00,1.49891479e+02,1.49500000e+02,1.00000000e+00
0.00417,1.00000000e+00,1.49593536e+02,1.49500000e+02,1.00000000e+00
0.004175,1.00000000e+00,1.49295624e+02,1.49500000e+02,1.00000000e+00
0.00418,1.00000000e+00,1.48997681e+02,1.48000000e+02,1.00000000e+00
0.004185,1.00000000e+00,1.48699768e+02,1.48000000e+02,1.00000000e+00
0.00419,1.00000000e+00,1.48401855e+02,1.48000000e+02,1.00000000e+00
0.004195,1.00000000e+00,1.48103912e+02,1.48000000e+02,1.00000000e+00
0.0042,1.00000000e+00,1.47806000e+02,1.48000000e+02,1.00000000e+00
0.004205,1.00000000e+00,1.47508255e+02,1.46500000e+02,1.00000000e+00
0.00421,1.00000000e+00,1.47210556e+02,1.46500000e+02,1.00000000e+00
0.004215,1.00000000e+00,1.46912811e+02,1.46500000e+02,1.00000000e+00
0.00422,1.00000000e+00,1.46615097e+02,1.46500000e+02,1.00000000e+00
0.004225,1.00000000e+00,1.46317383e+02,1.46500000e+02,1.00000000e+00
0.00423,1.00000000e+00,1.46019653e+02,1.45000000e+02,1.00000000e+00
0.004235,1.00000000e+00,1.45721939e+02,1.45000000e+02,1.00000000e+00
0.00424,1.00000000e+00,1.45424194e+02,1.45000000e+02,1.00000000e+00
0.004245,1.00000000e+00,1.45126495e+02,1.45000000e+02,1.00000000e+00
0.00425,1.00000000e+00,1.44828751e+02,1.43500000e+02,1.00000000e+00
0.004255,1.00000000e+00,1.44531006e+02,1.43500000e+02,1.00000000e+00
0.00426,1.00000000e+00,1.44233276e+02,1.43500000e+02,1.00000000e+00
0.004265,1.00000000e+00,1.43935501e+02,1.43500000e+02,1.00000000e+00
0.00427,1.00000000e+00,1.43637772e+02,1.43500000e+02,1.00000000e+00
0.004275,1.00000000e+00,1.43339996e+02,1.42000000e+02,1.00000000e+00
0.00428,1.00000000e+00,1.43042267e+02,1.42000000e+02,1.00000000e+00
0.004285,1.00000000e+00,1.42744522e+02,1.42000000e+02,1.00000000e+00
0.00429,1.00000000e+00,1.42446762e+02,1.42000000e+02,1.00000000e+00
0.004295,1.00000000e+00,1.42149017e+02,1.42000000e+02,1.00000000e+00
0.0043,1.00000000e+00,1.41851257e+02,1.40500000e+02,1.00000000e+00
0.004305,1.00000000e+00,1.41553070e+02,1.40500000e+02,1.00000000e+00
0.00431,1.00000000e+00,1.41254852e+02,1.40500000e+02,1.00000000e+00
0.004315,1.00000000e+00,1.40956665e+02,1.40500000e+02,1.00000000e+00
0.00432,1.00000000e+00,1.40658463e+02,1.40500000e+02,1.00000000e+00
0.004325,1.00000000e+00,1.40360260e+02,1.39000000e+02,1.00000000e+00
0.00433,1.00000000e+00,1.40062057e+02,1.39000000e+02,1.00000000e+00
0.004335,1.00000000e+00,1.39763840e+02,1.39000000e+02,1.00000000e+00
0.00434,1.00000000e+00,1.39465652e+02,1.39000000e+02,1.00000000e+00
0.004345,1.00000000e+00,1.39167465e+02,1.39000000e+02,1.00000000e+00
0.00435,1.00000000e+00,1.38869247e+02,1.37500000e+02,1.00000000e+00
0.004355,1.00000000e+00,1.38570312e+02,1.37500000e+02,1.00000000e+00
0.00436,1.00000000e+00,1.38271347e+02,1.37500000e+02,1.00000000e+00
0.004365,1.00000000e+00,1.37972397e+02,1.37500000e+02,1.00000000e+00
0.00437,1.00000000e+00,1.37673431e+02,1.37500000e+02,1.00000000e+00
0.004375,1.00000000e+00,1.37374496e+02,1.36000000e+02,1.00000000e+00
0.00438,1.00000000e+00,1.37075562e+02,1.36000000e+02,1.00000000e+00
0.004385,1.00000000e+00,1.36776596e+02,1.36000000e+02,1.00000000e+00
0.00439,1.00000000e+00,1.36477646e+02,1.36000000e+02,1.00000000e+00
0.004395,1.00000000e+00,1.36178680e+02,1.36000000e+02,1.00000000e+00
0.0044,1.00000000e+00,1.35879745e+02,1.36000000e+02,1.00000000e+00
0.004405,1.00000000e+00,1.35580185e+02,1.34500000e+02,1.00000000e+00
0.00441,1.00000000e+00,1.35280594e+02,1.34500000e+02,1.00000000e+00
0.004415,1.00000000e+00,1.34981033e+02,1.34500000e+02,1.00000000e+00
0.00442,1.00000000e+00,1.34681442e+02,1.34500000e+02,1.00000000e+00
0.004425,1.00000000e+00,1.34381866e+02,1.34500000e+02,1.00000000e+00
0.00443,1.00000000e+00,1.34082291e+02,1.33000000e+02,1.00000000e+00
0.004435,1.00000000e+00,1.33782715e+02,1.33000000e+02,1.00000000e+00
0.00444,1.00000000e+00,1.33483154e+02,1.33000000e+02,1.00000000e+00
0.004445,1.00000000e+00,1.33183563e+02,1.33000000e+02,1.00000000e+00
0.00445,1.00000000e+00,1.32884003e+02,1.33000000e+02,1.00000000e+00
0.004455,1.00000000e+00,1.32584137e+02,1.31500000e+02,1.00000000e+00
0.00446,1.00000000e+00,1.32284302e+02,1.31500000e+02,1.00000000e+00
0.004465,1.00000000e+00,1.31984451e+02,1.31500000e+02,1.00000000e+00
0.00447,1.00000000e+00,1.31684586e+02,1.31500000e+02,1.00000000e+00
0.004475,1.00000000e+00,1.31384750e+02,1.31500000e+02,1.00000000e+00
0.00448,1.00000000e+00,1.31084885e+02,1.30000000e+02,1.00000000e+00
0.004485,1.00000000e+00,1.30785049e+02,1.30000000e+02,1.00000000e+00
0.00449,1.00000000e+00,1.30485184e+02,1.30000000e+02,1.00000000e+00
0.004495,1.00000000e+00,1.30185333e+02,1.30000000e+02,1.00000000e+00
0.0045,1.00000000e+00,1.29885498e+02,1.30000000e+02,1.00000000e+00
0.004505,1.00000000e+00,1.29585907e+02,1.28500000e+02,1.00000000e+00
0.00451,1.00000000e+00,1.29286346e+02,1.28500000e+02,1.00000000e+00
0.004515,1.00000000e+00,1.28986755e+02,1.28500000e+02,1.00000000e+00
0.00452,1.00000000e+00,1.28687195e+02,1.28500000e+02,1.00000000e+00
0.004525,1.00000000e+00,1.28387619e+02,1.27000000e+02,1.00000000e+00
0.00453,1.00000000e+00,1.28088058e+02,1.27000000e+02,1.00000000e+00
0.004535,1.00000000e+00,1.27788490e+02,1.27000000e+02,1.00000000e+00
0.00454,1.00000000e+00,1.27488907e+02,1.27000000e+02,1.00000000e+00
0.004545,1.00000000e+00,1.27189346e+02,1.27000000e+02,1.00000000e+00
0.00455,1.00000000e+00,1.26889755e+02,1.25500000e+02,1.00000000e+00
0.004555,1.00000000e+00,1.26590843e+02,1.25500000e+02,1.00000000e+00
0.00456,1.00000000e+00,1.26291924e+02,1.25500000e+02,1.00000000e+00
0.004565,1.00000000e+00,1.25992981e+02,1.25500000e+02,1.00000000e+00
0.00457,1.00000000e+00,1.25694069e+02,1.25500000e+02,1.00000000e+00
0.004575,1.00000000e+00,1.25395126e+02,1.24000000e+02,1.00000000e+00
0.00458,1.00000000e+00,1.25096214e+02,1.24000000e+02,1.00000000e+00
0.004585,1.00000000e+00,1.24797272e+02,1.24000000e+02,1.00000000e+00
0.00459,1.00000000e+00,1.24498352e+02,1.24000000e+02,1.00000000e+00
0.004595,1.00000000e+00,1.24199440e+02,1.24000000e+02,1.00000000e+00
0.0046,1.00000000e+00,1.23900497e+02,1.22500000e+02,1.00000000e+00
0.004605,1.00000000e+00,1.23602081e+02,1.22500000e+02,1.00000000e+00
0.00461,1.00000000e+00,1.23303642e+02,1.22500000e+02,1.00000000e+00
0.004615,1.00000000e+00,1.23005226e+02,1.22500000e+02,1.00000000e+00
0.00462,1.00000000e+00,1.22706818e+02,1.22500000e+02,1.00000000e+00
0.004625,1.00000000e+00,1.22408371e+02,1.21000000e+02,1.00000000e+00
0.00463,1.00000000e+00,1.22109962e+02,1.21000000e+02,1.00000000e+00
0.004635,1.00000000e+00,1.21811523e+02,1.21000000e+02,1.00000000e+00
0.00464,1.00000000e+00,1.21513107e+02,1.21000000e+02,1.00000000e+00
0.004645,1.00000000e+00,1.21214668e+02,1.21000000e+02,1.00000000e+00
0.00465,1.00000000e+00,1.20916252e+02,1.21000000e+02,1.00000000e+00
0.004655,1.00000000e+00,1.20617935e+02,1.19500000e+02,1.00000000e+00
0.00466,1.00000000e+00,1.20319595e+02,1.19500000e+02,1.00000000e+00
0.004665,1.00000000e+00,1.20021278e+02,1.19500000e+02,1.00000000e+00
0.00467,1.00000000e+00,1.19722939e+02,1.19500000e+02,1.00000000e+00
0.004675,1.00000000e+00,1.19424622e+02,1.19500000e+02,1.00000000e+00
0.00468,1.00000000e+00,1.19126312e+02,1.18000000e+02,1.00000000e+00
0.004685,1.00000000e+00,1.18827972e+02,1.18000000e+02,1.00000000e+00
0.00469,1.00000000e+00,1.18529655e+02,1.18000000e+02,1.00000000e+00
0.004695,1.00000000e+00,1.18231316e+02,1.18000000e+02,1.00000000e+00
0.0047,1.00000000e+00,1.17932999e+02,1.18000000e+02,1.00000000e+00
0.004705,1.00000000e+00,1.17634354e+02,1.16500000e+02,1.00000000e+00
0.00471,1.00000000e+00,1.17335739e+02,1.16500000e+02,1.00000000e+00
0.004715,1.00000000e+00,1.17037132e+02,1.16500000e+02,1.00000000e+00
0.00472,1.00000000e+00,1.16738487e+02,1.16500000e+02,1.00000000e+00
0.004725,1.00000000e+00,1.16439873e+02,1.16500000e+02,1.00000000e+00
0.00473,1.00000000e+00,1.16141228e+02,1.15000000e+02,1.00000000e+00
0.004735,1.00000000e+00,1.15842613e+02,1.15000000e+02,1.00000000e+00
0.00474,1.00000000e+00,1.15544006e+02,1.15000000e+02,1.00000000e+00
0.004745,1.00000000e+00,1.15245361e+02,1.15000000e+02,1.00000000e+00
0.00475,1.00000000e+00,1.14946747e+02,1.15000000e+02,1.00000000e+00
0.004755,1.00000000e+00,1.14647659e+02,1.13500000e+02,1.00000000e+00
0.00476,1.00000000e+00,1.14348595e+02,1.13500000e+02,1.00000000e+00
0.004765,1.00000000e+00,1.14049507e+02,1.13500000e+02,1.00000000e+00
0.00477,1.00000000e+00,1.13750450e+02,1.13500000e+02,1.00000000e+00
0.004775,1.00000000e+00,1.13451385e+02,1.13500000e+02,1.00000000e+00
0.00478,1.00000000e+00,1.13152298e+02,1.12000000e+02,1.00000000e+00
0.004785,1.00000000e+00,1.12853241e+02,1.12000000e+02,1.00000000e+00
0.00479,1.00000000e+00,1.12554153e+02,1.12000000e+02,1.00000000e+00
0.004795,1.00000000e+00,1.12255089e+02,1.12000000e+02,1.00000000e+00
0.0048,1.00000000e+00,1.11956001e+02,1.10500000e+02,1.00000000e+00
0.004805,1.00000000e+00,1.11656639e+02,1.10500000e+02,1.00000000e+00
0.00481,1.00000000e+00,1.11357277e+02,1.10500000e+02,1.00000000e+00
0.004815,1.00000000e+00,1.11057884e+02,1.10500000e+02,1.00000000e+00
0.00482,1.00000000e+00,1.10758514e+02,1.10500000e+02,1.00000000e+00
0.004825,1.00000000e+00,1.10459122e+02,1.09000000e+02,1.00000000e+00
0.00483,1.00000000e+00,1.10159760e+02,1.09000000e+02,1.00000000e+00
0.004835,1.00000000e+00,1.09860397e+02,1.09000000e+02,1.00000000e+00
0.00484,1.00000000e+00,1.09561005e+02,1.09000000e+02,1.00000000e+00
0.004845,1.00000000e+00,1.09261642e+02,1.09000000e+02,1.00000000e+00
0.00485,1.00000000e+00,1.08962250e+02,1.07500000e+02,1.00000000e+00
0.004855,1.00000000e+00,1.08662910e+02,1.07500000e+02,1.00000000e+00
0.00486,1.00000000e+00,1.08363541e+02,1.07500000e+02,1.00000000e+00
0.004865,1.00000000e+00,1.08064209e+02,1.07500000e+02,1.00000000e+00
0.00487,1.00000000e+00,1.07764870e+02,1.07500000e+02,1.00000000e+00
0.004875,1.00000000e+00,1.07465500e+02,1.06000000e+02,1.00000000e+00
0.00488,1.00000000e+00,1.07166161e+02,1.06000000e+02,1.00000000e+00
0.004885,1.00000000e+00,1.06866791e+02,1.06000000e+02,1.00000000e+00
0.00489,1.00000000e+00,1.06567459e+02,1.06000000e+02,1.00000000e+00
0.004895,1.00000000e+00,1.06268120e+02,1.06000000e+02,1.00000000e+00
0.0049,1.00000000e+00,1.05968750e+02,1.04500000e+02,1.00000000e+00
0.004905,1.00000000e+00,1.05670113e+02,1.04500000e+02,1.00000000e+00
0.00491,1.00000000e+00,1.05371445e+02,1.04500000e+02,1.00000000e+00
0.004915,1.00000000e+00,1.05072807e+02,1.04500000e+02,1.00000000e+00
0.00492,1.00000000e+00,1.04774139e+02,1.04500000e+02,1.00000000e+00
0.004925,1.00000000e+00,1.04475494e+02,1.04500000e+02,1.00000000e+00
0.00493,1.00000000e+00,1.04176857e+02,1.03000000e+02,1.00000000e+00
0.004935,1.00000000e+00,1.03878189e+02,1.03000000e+02,1.00000000e+00
0.00494,1.00000000e+00,1.03579552e+02,1.03000000e+02,1.00000000e+00
0.004945,1.00000000e+00,1.03280884e+02,1.03000000e+02,1.00000000e+00
0.00495,1.00000000e+00,1.02982246e+02,1.03000000e+02,1.00000000e+00
0.004955,1.00000000e+00,1.02684036e+02,1.01500000e+02,1.00000000e+00
0.00496,1.00000000e+00,1.02385788e+02,1.01500000e+02,1.00000000e+00
0.004965,1.00000000e+00,1.02087578e+02,1.01500000e+02,1.00000000e+00
0.00497,1.00000000e+00,1.01789337e+02,1.01500000e+02,1.00000000e+00
0.004975,1.00000000e+00,1.01491119e+02,1.01500000e+02,1.00000000e+00
0.00498,1.00000000e+00,1.01192879e+02,1.00000000e+02,1.00000000e+00
0.004985,1.00000000e+00,1.00894669e+02,1.00000000e+02,1.00000000e+00
0.00499,1.00000000e+00,1.00596458e+02,1.00000000e+02,1.00000000e+00
0.004995,1.00000000e+00,1.00298210e+02,1.00000000e+02,1.00000000e+00
0.005,1.00000000e+00,1.00000000e+02,1.00000000e+02,1.00000000e+00
